,Unnamed: 0,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,c-type,Rlow,Ravg,Rhigh,Phx10
0,0,Bihar,AURANGABAD,1997,Kharif     ,Arhar/Tur,745,531.0,2,1.0,0.0,0.0,63.0
1,1,Bihar,AURANGABAD,1997,Kharif     ,Dry ginger,8,11.0,3,1.0,0.0,0.0,63.0
2,2,Bihar,AURANGABAD,1997,Kharif     ,Groundnut,1,1.0,3,1.0,0.0,0.0,63.0
3,3,Bihar,AURANGABAD,1997,Kharif     ,Maize,222,274.0,2,1.0,0.0,0.0,63.0
4,4,Bihar,AURANGABAD,1997,Kharif     ,Other Kharif pulses,2,1.0,2,1.0,0.0,0.0,63.0
5,5,Bihar,AURANGABAD,1997,Kharif     ,Sesamum,35,21.0,2,1.0,0.0,0.0,63.0
6,6,Bihar,AURANGABAD,1997,Rabi       ,Barley,2004,1400.0,2,1.0,0.0,0.0,63.0
7,7,Bihar,AURANGABAD,1997,Rabi       ,Gram,6087,4748.0,2,1.0,0.0,0.0,63.0
8,8,Bihar,AURANGABAD,1997,Rabi       ,Linseed,6807,3819.0,2,1.0,0.0,0.0,63.0
9,9,Bihar,AURANGABAD,1997,Rabi       ,Maize,6,18.0,2,1.0,0.0,0.0,63.0
10,10,Bihar,AURANGABAD,1997,Rabi       ,Other  Rabi pulses,309,211.0,2,1.0,0.0,0.0,63.0
11,11,Bihar,AURANGABAD,1997,Rabi       ,Rapeseed &Mustard,1213,536.0,2,1.0,0.0,0.0,63.0
12,12,Bihar,AURANGABAD,1997,Rabi       ,Sunflower,4,4.0,2,1.0,0.0,0.0,63.0
13,13,Bihar,AURANGABAD,1997,Rabi       ,Wheat,35874,63942.0,2,1.0,0.0,0.0,63.0
14,14,Bihar,AURANGABAD,1997,Summer     ,Maize,25,47.0,2,1.0,0.0,0.0,63.0
15,15,Bihar,AURANGABAD,1997,Summer     ,Rice,10,19.0,1,1.0,0.0,0.0,61.0
16,16,Bihar,AURANGABAD,1997,Whole Year ,Coriander,20,10.0,2,1.0,0.0,0.0,63.0
17,17,Bihar,AURANGABAD,1997,Whole Year ,Dry chillies,13,10.0,2,1.0,0.0,0.0,63.0
18,18,Bihar,AURANGABAD,1997,Whole Year ,Onion,256,1956.0,1,1.0,0.0,0.0,61.0
19,19,Bihar,AURANGABAD,1997,Whole Year ,Potato,1554,13567.0,2,1.0,0.0,0.0,63.0
20,20,Bihar,AURANGABAD,1997,Whole Year ,Ragi,21,18.0,2,1.0,0.0,0.0,63.0
21,21,Bihar,AURANGABAD,1997,Whole Year ,Sugarcane,393,8344.0,2,1.0,0.0,0.0,63.0
22,22,Bihar,AURANGABAD,1997,Whole Year ,Sweet potato,26,343.0,3,1.0,0.0,0.0,63.0
23,23,Bihar,AURANGABAD,1997,Whole Year ,Turmeric,15,18.0,2,1.0,0.0,0.0,63.0
24,24,Bihar,AURANGABAD,1997,Winter     ,Rice,185191,382670.0,1,1.0,0.0,0.0,61.0
25,25,Bihar,AURANGABAD,1998,Kharif     ,Arhar/Tur,542,1446.0,2,1.0,0.0,0.0,63.0
26,26,Bihar,AURANGABAD,1998,Kharif     ,Blackgram,26,18.0,2,1.0,0.0,0.0,63.0
27,27,Bihar,AURANGABAD,1998,Kharif     ,Maize,530,613.0,2,1.0,0.0,0.0,63.0
28,28,Bihar,AURANGABAD,1998,Kharif     ,Other Kharif pulses,72,39.0,2,1.0,0.0,0.0,63.0
29,29,Bihar,AURANGABAD,1998,Kharif     ,Ragi,31,26.0,2,1.0,0.0,0.0,63.0
30,30,Bihar,AURANGABAD,1998,Kharif     ,Sesamum,345,180.0,2,1.0,0.0,0.0,63.0
31,31,Bihar,AURANGABAD,1998,Kharif     ,Sunflower,6,6.0,2,1.0,0.0,0.0,63.0
32,32,Bihar,AURANGABAD,1998,Rabi       ,Barley,1889,1683.0,2,1.0,0.0,0.0,63.0
33,33,Bihar,AURANGABAD,1998,Rabi       ,Gram,7026,7925.0,2,1.0,0.0,0.0,63.0
34,34,Bihar,AURANGABAD,1998,Rabi       ,Linseed,6668,4201.0,2,1.0,0.0,0.0,63.0
35,35,Bihar,AURANGABAD,1998,Rabi       ,Maize,11,33.0,2,1.0,0.0,0.0,63.0
36,36,Bihar,AURANGABAD,1998,Rabi       ,Other  Rabi pulses,29032,28035.0,2,1.0,0.0,0.0,63.0
37,37,Bihar,AURANGABAD,1998,Rabi       ,Rapeseed &Mustard,987,1046.0,2,1.0,0.0,0.0,63.0
38,38,Bihar,AURANGABAD,1998,Rabi       ,Wheat,52265,120615.0,2,1.0,0.0,0.0,63.0
39,39,Bihar,AURANGABAD,1998,Summer     ,Maize,24,46.0,2,1.0,0.0,0.0,63.0
40,40,Bihar,AURANGABAD,1998,Summer     ,Rice,6,13.0,1,1.0,0.0,0.0,61.0
41,41,Bihar,AURANGABAD,1998,Whole Year ,Coriander,11,7.0,2,1.0,0.0,0.0,63.0
42,42,Bihar,AURANGABAD,1998,Whole Year ,Dry chillies,9,7.0,2,1.0,0.0,0.0,63.0
43,43,Bihar,AURANGABAD,1998,Whole Year ,Dry ginger,3,4.0,3,1.0,0.0,0.0,63.0
44,44,Bihar,AURANGABAD,1998,Whole Year ,Garlic,3,4.0,3,1.0,0.0,0.0,63.0
45,45,Bihar,AURANGABAD,1998,Whole Year ,Onion,204,1895.0,1,1.0,0.0,0.0,61.0
46,46,Bihar,AURANGABAD,1998,Whole Year ,Potato,1098,13389.0,2,1.0,0.0,0.0,63.0
47,47,Bihar,AURANGABAD,1998,Whole Year ,Sannhamp,4,1.0,3,1.0,0.0,0.0,63.0
48,48,Bihar,AURANGABAD,1998,Whole Year ,Sugarcane,556,28873.0,2,1.0,0.0,0.0,63.0
49,49,Bihar,AURANGABAD,1998,Whole Year ,Sweet potato,92,995.0,3,1.0,0.0,0.0,63.0
50,50,Bihar,AURANGABAD,1998,Whole Year ,Turmeric,3,3.0,2,1.0,0.0,0.0,63.0
51,51,Bihar,AURANGABAD,1998,Winter     ,Rice,147064,288927.0,1,1.0,0.0,0.0,61.0
52,52,Bihar,AURANGABAD,1999,Kharif     ,Arhar/Tur,768,896.0,2,1.0,0.0,0.0,63.0
53,53,Bihar,AURANGABAD,1999,Kharif     ,Groundnut,1,1.0,3,1.0,0.0,0.0,63.0
54,54,Bihar,AURANGABAD,1999,Kharif     ,Horse-gram,26,21.0,2,1.0,0.0,0.0,63.0
55,55,Bihar,AURANGABAD,1999,Kharif     ,Jowar,2062,2837.0,2,1.0,0.0,0.0,63.0
56,56,Bihar,AURANGABAD,1999,Kharif     ,Maize,364,494.0,2,1.0,0.0,0.0,63.0
57,57,Bihar,AURANGABAD,1999,Kharif     ,Moong(Green Gram),11,6.0,2,1.0,0.0,0.0,63.0
58,58,Bihar,AURANGABAD,1999,Kharif     ,Ragi,18,18.0,2,1.0,0.0,0.0,63.0
59,59,Bihar,AURANGABAD,1999,Kharif     ,Sesamum,17,9.0,2,1.0,0.0,0.0,63.0
60,60,Bihar,AURANGABAD,1999,Kharif     ,Sunflower,325,586.0,2,1.0,0.0,0.0,63.0
61,61,Bihar,AURANGABAD,1999,Kharif     ,Urad,16,11.0,2,1.0,0.0,0.0,63.0
62,62,Bihar,AURANGABAD,1999,Rabi       ,Gram,5746,6757.0,2,1.0,0.0,0.0,63.0
63,63,Bihar,AURANGABAD,1999,Rabi       ,Khesari,19524,24503.0,2,1.0,0.0,0.0,63.0
64,64,Bihar,AURANGABAD,1999,Rabi       ,Linseed,6776,3801.0,2,1.0,0.0,0.0,63.0
65,65,Bihar,AURANGABAD,1999,Rabi       ,Maize,1,3.0,2,1.0,0.0,0.0,63.0
66,66,Bihar,AURANGABAD,1999,Rabi       ,Masoor,13857,15728.0,2,1.0,0.0,0.0,63.0
67,67,Bihar,AURANGABAD,1999,Rabi       ,Peas & beans (Pulses),1178,842.0,2,1.0,0.0,0.0,63.0
68,68,Bihar,AURANGABAD,1999,Rabi       ,Rapeseed &Mustard,760,378.0,2,1.0,0.0,0.0,63.0
69,69,Bihar,AURANGABAD,1999,Rabi       ,Wheat,44423,92523.0,2,1.0,0.0,0.0,63.0
70,70,Bihar,AURANGABAD,1999,Summer     ,Maize,13,30.0,2,1.0,0.0,0.0,63.0
71,71,Bihar,AURANGABAD,1999,Whole Year ,Coriander,11,6.0,2,1.0,0.0,0.0,63.0
72,72,Bihar,AURANGABAD,1999,Whole Year ,Dry chillies,11,10.0,2,1.0,0.0,0.0,63.0
73,73,Bihar,AURANGABAD,1999,Whole Year ,Onion,266,3261.0,1,1.0,0.0,0.0,61.0
74,74,Bihar,AURANGABAD,1999,Whole Year ,Potato,1225,8356.0,2,1.0,0.0,0.0,63.0
75,75,Bihar,AURANGABAD,1999,Whole Year ,Sugarcane,487,20574.0,2,1.0,0.0,0.0,63.0
76,76,Bihar,AURANGABAD,1999,Whole Year ,Sweet potato,20,273.0,3,1.0,0.0,0.0,63.0
77,77,Bihar,AURANGABAD,2000,Autumn     ,Rice,131312,257321.0,1,1.0,0.0,0.0,61.0
78,78,Bihar,AURANGABAD,2000,Kharif     ,Arhar/Tur,553,381.0,2,1.0,0.0,0.0,63.0
79,79,Bihar,AURANGABAD,2000,Kharif     ,Groundnut,1,1.0,3,1.0,0.0,0.0,63.0
80,80,Bihar,AURANGABAD,2000,Kharif     ,Horse-gram,12,9.0,2,1.0,0.0,0.0,63.0
81,81,Bihar,AURANGABAD,2000,Kharif     ,Maize,522,376.0,2,1.0,0.0,0.0,63.0
82,82,Bihar,AURANGABAD,2000,Kharif     ,Mesta,2,15.0,2,1.0,0.0,0.0,63.0
83,83,Bihar,AURANGABAD,2000,Kharif     ,Moong(Green Gram),7,3.0,2,1.0,0.0,0.0,63.0
84,84,Bihar,AURANGABAD,2000,Kharif     ,Other Kharif pulses,9,5.0,2,1.0,0.0,0.0,63.0
85,85,Bihar,AURANGABAD,2000,Kharif     ,Ragi,33,36.0,2,1.0,0.0,0.0,63.0
86,86,Bihar,AURANGABAD,2000,Kharif     ,Rice,4,5.0,1,1.0,0.0,0.0,61.0
87,87,Bihar,AURANGABAD,2000,Kharif     ,Sesamum,130,72.0,2,1.0,0.0,0.0,63.0
88,88,Bihar,AURANGABAD,2000,Kharif     ,Sunflower,51,75.0,2,1.0,0.0,0.0,63.0
89,89,Bihar,AURANGABAD,2000,Kharif     ,Urad,27,13.0,2,1.0,0.0,0.0,63.0
90,90,Bihar,AURANGABAD,2000,Rabi       ,Barley,2101,2214.0,2,1.0,0.0,0.0,63.0
91,91,Bihar,AURANGABAD,2000,Rabi       ,Gram,6729,6749.0,2,1.0,0.0,0.0,63.0
92,92,Bihar,AURANGABAD,2000,Rabi       ,Khesari,20834,17371.0,2,1.0,0.0,0.0,63.0
93,93,Bihar,AURANGABAD,2000,Rabi       ,Linseed,7426,4701.0,2,1.0,0.0,0.0,63.0
94,94,Bihar,AURANGABAD,2000,Rabi       ,Maize,3,8.0,2,1.0,0.0,0.0,63.0
95,95,Bihar,AURANGABAD,2000,Rabi       ,Masoor,15477,15291.0,2,1.0,0.0,0.0,63.0
96,96,Bihar,AURANGABAD,2000,Rabi       ,Other  Rabi pulses,20,11.0,2,1.0,0.0,0.0,63.0
97,97,Bihar,AURANGABAD,2000,Rabi       ,Peas & beans (Pulses),1180,1134.0,2,1.0,0.0,0.0,63.0
98,98,Bihar,AURANGABAD,2000,Rabi       ,Rapeseed &Mustard,498,261.0,2,1.0,0.0,0.0,63.0
99,99,Bihar,AURANGABAD,2000,Rabi       ,Wheat,55516,113367.0,2,1.0,0.0,0.0,63.0
100,100,Bihar,AURANGABAD,2000,Summer     ,Maize,4,12.0,2,1.0,0.0,0.0,63.0
101,101,Bihar,AURANGABAD,2000,Whole Year ,Coriander,14,9.0,2,1.0,0.0,0.0,63.0
102,102,Bihar,AURANGABAD,2000,Whole Year ,Dry chillies,3,3.0,2,1.0,0.0,0.0,63.0
103,103,Bihar,AURANGABAD,2000,Whole Year ,Garlic,3,4.0,3,1.0,0.0,0.0,63.0
104,104,Bihar,AURANGABAD,2000,Whole Year ,Onion,366,3148.0,1,1.0,0.0,0.0,61.0
105,105,Bihar,AURANGABAD,2000,Whole Year ,Potato,1212,8153.0,2,1.0,0.0,0.0,63.0
106,106,Bihar,AURANGABAD,2000,Whole Year ,Sugarcane,522,23498.0,2,1.0,0.0,0.0,63.0
107,107,Bihar,AURANGABAD,2000,Whole Year ,Sweet potato,9,108.0,3,1.0,0.0,0.0,63.0
108,108,Bihar,AURANGABAD,2001,Autumn     ,Maize,384,456.0,2,1.0,0.0,0.0,63.0
109,109,Bihar,AURANGABAD,2001,Autumn     ,Rice,163366,344089.0,1,1.0,0.0,0.0,61.0
110,110,Bihar,AURANGABAD,2001,Kharif     ,Arhar/Tur,562,724.0,2,1.0,0.0,0.0,63.0
111,111,Bihar,AURANGABAD,2001,Kharif     ,Dry ginger,3,4.0,3,1.0,0.0,0.0,63.0
112,112,Bihar,AURANGABAD,2001,Kharif     ,Horse-gram,17,14.0,2,1.0,0.0,0.0,63.0
113,113,Bihar,AURANGABAD,2001,Kharif     ,Moong(Green Gram),19,13.0,2,1.0,0.0,0.0,63.0
114,114,Bihar,AURANGABAD,2001,Kharif     ,Other Kharif pulses,82,41.0,2,1.0,0.0,0.0,63.0
115,115,Bihar,AURANGABAD,2001,Kharif     ,Ragi,28,25.0,2,1.0,0.0,0.0,63.0
116,116,Bihar,AURANGABAD,2001,Kharif     ,Sesamum,123,89.0,2,1.0,0.0,0.0,63.0
117,117,Bihar,AURANGABAD,2001,Kharif     ,Small millets,1,1.0,2,1.0,0.0,0.0,63.0
118,118,Bihar,AURANGABAD,2001,Kharif     ,Sunflower,30,44.0,2,1.0,0.0,0.0,63.0
119,119,Bihar,AURANGABAD,2001,Rabi       ,Barley,1775,1798.0,2,1.0,0.0,0.0,63.0
120,120,Bihar,AURANGABAD,2001,Rabi       ,Gram,6347,7737.0,2,1.0,0.0,0.0,63.0
121,121,Bihar,AURANGABAD,2001,Rabi       ,Khesari,20875,16617.0,2,1.0,0.0,0.0,63.0
122,122,Bihar,AURANGABAD,2001,Rabi       ,Linseed,6957,4939.0,2,1.0,0.0,0.0,63.0
123,123,Bihar,AURANGABAD,2001,Rabi       ,Maize,3,10.0,2,1.0,0.0,0.0,63.0
124,124,Bihar,AURANGABAD,2001,Rabi       ,Masoor,15494,13464.0,2,1.0,0.0,0.0,63.0
125,125,Bihar,AURANGABAD,2001,Rabi       ,Other  Rabi pulses,20,14.0,2,1.0,0.0,0.0,63.0
126,126,Bihar,AURANGABAD,2001,Rabi       ,Peas & beans (Pulses),1003,987.0,2,1.0,0.0,0.0,63.0
127,127,Bihar,AURANGABAD,2001,Rabi       ,Rapeseed &Mustard,748,448.0,2,1.0,0.0,0.0,63.0
128,128,Bihar,AURANGABAD,2001,Rabi       ,Safflower,3,2.0,2,1.0,0.0,0.0,63.0
129,129,Bihar,AURANGABAD,2001,Rabi       ,Wheat,55528,110171.0,2,1.0,0.0,0.0,63.0
130,130,Bihar,AURANGABAD,2001,Summer     ,Maize,4,10.0,2,1.0,0.0,0.0,63.0
131,131,Bihar,AURANGABAD,2001,Summer     ,Rice,743,971.0,1,1.0,0.0,0.0,61.0
132,132,Bihar,AURANGABAD,2001,Whole Year ,Coriander,12,7.0,2,1.0,0.0,0.0,63.0
133,133,Bihar,AURANGABAD,2001,Whole Year ,Dry chillies,8,8.0,2,1.0,0.0,0.0,63.0
134,134,Bihar,AURANGABAD,2001,Whole Year ,Garlic,3,4.0,3,1.0,0.0,0.0,63.0
135,135,Bihar,AURANGABAD,2001,Whole Year ,Onion,279,3130.0,1,1.0,0.0,0.0,61.0
136,136,Bihar,AURANGABAD,2001,Whole Year ,Potato,1729,15141.0,2,1.0,0.0,0.0,63.0
137,137,Bihar,AURANGABAD,2001,Whole Year ,Sugarcane,478,21267.0,2,1.0,0.0,0.0,63.0
138,138,Bihar,AURANGABAD,2001,Whole Year ,Sweet potato,11,129.0,3,1.0,0.0,0.0,63.0
139,139,Bihar,AURANGABAD,2001,Whole Year ,Turmeric,3,4.0,2,1.0,0.0,0.0,63.0
140,140,Bihar,AURANGABAD,2002,Autumn     ,Maize,505,548.0,2,1.0,0.0,0.0,63.0
141,141,Bihar,AURANGABAD,2002,Kharif     ,Arhar/Tur,837,1154.0,2,1.0,0.0,0.0,63.0
142,142,Bihar,AURANGABAD,2002,Kharif     ,Castor seed,219,216.0,2,1.0,0.0,0.0,63.0
143,143,Bihar,AURANGABAD,2002,Kharif     ,Horse-gram,52,41.0,2,1.0,0.0,0.0,63.0
144,144,Bihar,AURANGABAD,2002,Kharif     ,Moong(Green Gram),25,8.0,2,1.0,0.0,0.0,63.0
145,145,Bihar,AURANGABAD,2002,Kharif     ,Other Kharif pulses,109,60.0,2,1.0,0.0,0.0,63.0
146,146,Bihar,AURANGABAD,2002,Kharif     ,Ragi,47,32.0,2,1.0,0.0,0.0,63.0
147,147,Bihar,AURANGABAD,2002,Kharif     ,Sesamum,17,15.0,2,1.0,0.0,0.0,63.0
148,148,Bihar,AURANGABAD,2002,Kharif     ,Small millets,6,4.0,2,1.0,0.0,0.0,63.0
149,149,Bihar,AURANGABAD,2002,Kharif     ,Sunflower,3,4.0,2,1.0,0.0,0.0,63.0
150,150,Bihar,AURANGABAD,2002,Kharif     ,Urad,26,18.0,2,1.0,0.0,0.0,63.0
151,151,Bihar,AURANGABAD,2002,Rabi       ,Barley,2280,2503.0,2,1.0,0.0,0.0,63.0
152,152,Bihar,AURANGABAD,2002,Rabi       ,Gram,7279,6355.0,2,1.0,0.0,0.0,63.0
153,153,Bihar,AURANGABAD,2002,Rabi       ,Khesari,17897,12349.0,2,1.0,0.0,0.0,63.0
154,154,Bihar,AURANGABAD,2002,Rabi       ,Linseed,4176,3174.0,2,1.0,0.0,0.0,63.0
155,155,Bihar,AURANGABAD,2002,Rabi       ,Maize,35,91.0,2,1.0,0.0,0.0,63.0
156,156,Bihar,AURANGABAD,2002,Rabi       ,Masoor,12720,10405.0,2,1.0,0.0,0.0,63.0
157,157,Bihar,AURANGABAD,2002,Rabi       ,Peas & beans (Pulses),1154,1031.0,2,1.0,0.0,0.0,63.0
158,158,Bihar,AURANGABAD,2002,Rabi       ,Rapeseed &Mustard,494,282.0,2,1.0,0.0,0.0,63.0
159,159,Bihar,AURANGABAD,2002,Rabi       ,Wheat,57409,121475.0,2,1.0,0.0,0.0,63.0
160,160,Bihar,AURANGABAD,2002,Summer     ,Maize,3,9.0,2,1.0,0.0,0.0,63.0
161,161,Bihar,AURANGABAD,2002,Summer     ,Moong(Green Gram),1,1.0,2,1.0,0.0,0.0,63.0
162,162,Bihar,AURANGABAD,2002,Whole Year ,Coriander,6,4.0,2,1.0,0.0,0.0,63.0
163,163,Bihar,AURANGABAD,2002,Whole Year ,Dry chillies,8,5.0,2,1.0,0.0,0.0,63.0
164,164,Bihar,AURANGABAD,2002,Whole Year ,Dry ginger,1,1.0,3,1.0,0.0,0.0,63.0
165,165,Bihar,AURANGABAD,2002,Whole Year ,Garlic,3,4.0,3,1.0,0.0,0.0,63.0
166,166,Bihar,AURANGABAD,2002,Whole Year ,Onion,226,1058.0,1,1.0,0.0,0.0,61.0
167,167,Bihar,AURANGABAD,2002,Whole Year ,Potato,1554,14384.0,2,1.0,0.0,0.0,63.0
168,168,Bihar,AURANGABAD,2002,Whole Year ,Sugarcane,413,19058.0,2,1.0,0.0,0.0,63.0
169,169,Bihar,AURANGABAD,2002,Whole Year ,Sweet potato,51,591.0,3,1.0,0.0,0.0,63.0
170,170,Bihar,AURANGABAD,2002,Winter     ,Rice,176397,334134.0,1,1.0,0.0,0.0,61.0
171,171,Bihar,AURANGABAD,2003,Kharif     ,Arhar/Tur,436,579.0,2,1.0,0.0,0.0,63.0
172,172,Bihar,AURANGABAD,2003,Kharif     ,Horse-gram,18,13.0,2,1.0,0.0,0.0,63.0
173,173,Bihar,AURANGABAD,2003,Kharif     ,Maize,418,714.0,2,1.0,0.0,0.0,63.0
174,174,Bihar,AURANGABAD,2003,Kharif     ,Moong(Green Gram),9,6.0,2,1.0,0.0,0.0,63.0
175,175,Bihar,AURANGABAD,2003,Kharif     ,Other Kharif pulses,32,7.0,2,1.0,0.0,0.0,63.0
176,176,Bihar,AURANGABAD,2003,Kharif     ,Ragi,35,24.0,2,1.0,0.0,0.0,63.0
177,177,Bihar,AURANGABAD,2003,Kharif     ,Sesamum,25,12.0,2,1.0,0.0,0.0,63.0
178,178,Bihar,AURANGABAD,2003,Kharif     ,Small millets,1,1.0,2,1.0,0.0,0.0,63.0
179,179,Bihar,AURANGABAD,2003,Kharif     ,Sunflower,4,6.0,2,1.0,0.0,0.0,63.0
180,180,Bihar,AURANGABAD,2003,Kharif     ,Urad,5,4.0,2,1.0,0.0,0.0,63.0
181,181,Bihar,AURANGABAD,2003,Rabi       ,Barley,2461,2284.0,2,1.0,0.0,0.0,63.0
182,182,Bihar,AURANGABAD,2003,Rabi       ,Gram,6689,6348.0,2,1.0,0.0,0.0,63.0
183,183,Bihar,AURANGABAD,2003,Rabi       ,Khesari,17440,15086.0,2,1.0,0.0,0.0,63.0
184,184,Bihar,AURANGABAD,2003,Rabi       ,Linseed,8273,6486.0,2,1.0,0.0,0.0,63.0
185,185,Bihar,AURANGABAD,2003,Rabi       ,Maize,20,61.0,2,1.0,0.0,0.0,63.0
186,186,Bihar,AURANGABAD,2003,Rabi       ,Masoor,14759,12693.0,2,1.0,0.0,0.0,63.0
187,187,Bihar,AURANGABAD,2003,Rabi       ,Peas & beans (Pulses),1181,1103.0,2,1.0,0.0,0.0,63.0
188,188,Bihar,AURANGABAD,2003,Rabi       ,Rapeseed &Mustard,710,483.0,2,1.0,0.0,0.0,63.0
189,189,Bihar,AURANGABAD,2003,Rabi       ,Wheat,53655,111218.0,2,1.0,0.0,0.0,63.0
190,190,Bihar,AURANGABAD,2003,Summer     ,Maize,20,55.0,2,1.0,0.0,0.0,63.0
191,191,Bihar,AURANGABAD,2003,Whole Year ,Coriander,6,4.0,2,1.0,0.0,0.0,63.0
192,192,Bihar,AURANGABAD,2003,Whole Year ,Dry chillies,2,1.0,2,1.0,0.0,0.0,63.0
193,193,Bihar,AURANGABAD,2003,Whole Year ,Garlic,4,6.0,3,1.0,0.0,0.0,63.0
194,194,Bihar,AURANGABAD,2003,Whole Year ,Onion,434,3702.0,1,1.0,0.0,0.0,61.0
195,195,Bihar,AURANGABAD,2003,Whole Year ,Potato,955,8740.0,2,1.0,0.0,0.0,63.0
196,196,Bihar,AURANGABAD,2003,Whole Year ,Sugarcane,230,9815.0,2,1.0,0.0,0.0,63.0
197,197,Bihar,AURANGABAD,2003,Whole Year ,Sweet potato,1,8.0,3,1.0,0.0,0.0,63.0
198,198,Bihar,AURANGABAD,2003,Winter     ,Rice,173050,312702.0,1,1.0,0.0,0.0,61.0
199,199,Bihar,AURANGABAD,2004,Kharif     ,Arhar/Tur,765,1169.0,2,1.0,0.0,0.0,63.0
200,200,Bihar,AURANGABAD,2004,Kharif     ,Groundnut,10,5.0,3,1.0,0.0,0.0,63.0
201,201,Bihar,AURANGABAD,2004,Kharif     ,Maize,431,501.0,2,1.0,0.0,0.0,63.0
202,202,Bihar,AURANGABAD,2004,Kharif     ,Moong(Green Gram),15,6.0,2,1.0,0.0,0.0,63.0
203,203,Bihar,AURANGABAD,2004,Kharif     ,Other Kharif pulses,73,40.0,2,1.0,0.0,0.0,63.0
204,204,Bihar,AURANGABAD,2004,Kharif     ,Ragi,36,24.0,2,1.0,0.0,0.0,63.0
205,205,Bihar,AURANGABAD,2004,Kharif     ,Sesamum,38,24.0,2,1.0,0.0,0.0,63.0
206,206,Bihar,AURANGABAD,2004,Kharif     ,Small millets,1,1.0,2,1.0,0.0,0.0,63.0
207,207,Bihar,AURANGABAD,2004,Kharif     ,Urad,5,4.0,2,1.0,0.0,0.0,63.0
208,208,Bihar,AURANGABAD,2004,Rabi       ,Barley,1224,1264.0,2,1.0,0.0,0.0,63.0
209,209,Bihar,AURANGABAD,2004,Rabi       ,Gram,5455,4113.0,2,1.0,0.0,0.0,63.0
210,210,Bihar,AURANGABAD,2004,Rabi       ,Khesari,14451,9090.0,2,1.0,0.0,0.0,63.0
211,211,Bihar,AURANGABAD,2004,Rabi       ,Linseed,5440,4586.0,2,1.0,0.0,0.0,63.0
212,212,Bihar,AURANGABAD,2004,Rabi       ,Maize,7,22.0,2,1.0,0.0,0.0,63.0
213,213,Bihar,AURANGABAD,2004,Rabi       ,Masoor,12719,8216.0,2,1.0,0.0,0.0,63.0
214,214,Bihar,AURANGABAD,2004,Rabi       ,Other  Rabi pulses,1,1.0,2,1.0,0.0,0.0,63.0
215,215,Bihar,AURANGABAD,2004,Rabi       ,Peas & beans (Pulses),1269,1117.0,2,1.0,0.0,0.0,63.0
216,216,Bihar,AURANGABAD,2004,Rabi       ,Rapeseed &Mustard,622,349.0,2,1.0,0.0,0.0,63.0
217,217,Bihar,AURANGABAD,2004,Rabi       ,Wheat,52479,74460.0,2,1.0,0.0,0.0,63.0
218,218,Bihar,AURANGABAD,2004,Summer     ,Maize,12,40.0,2,1.0,0.0,0.0,63.0
219,219,Bihar,AURANGABAD,2004,Whole Year ,Coriander,2,1.0,2,1.0,0.0,0.0,63.0
220,220,Bihar,AURANGABAD,2004,Whole Year ,Dry chillies,2,1.0,2,1.0,0.0,0.0,63.0
221,221,Bihar,AURANGABAD,2004,Whole Year ,Onion,246,2044.0,1,1.0,0.0,0.0,61.0
222,222,Bihar,AURANGABAD,2004,Whole Year ,Potato,1163,7484.0,2,1.0,0.0,0.0,63.0
223,223,Bihar,AURANGABAD,2004,Whole Year ,Sugarcane,231,8306.0,2,1.0,0.0,0.0,63.0
224,224,Bihar,AURANGABAD,2004,Whole Year ,Sweet potato,4,38.0,3,1.0,0.0,0.0,63.0
225,225,Bihar,AURANGABAD,2004,Winter     ,Rice,105259,120193.0,1,1.0,0.0,0.0,61.0
226,226,Bihar,AURANGABAD,2005,Kharif     ,Arhar/Tur,950,973.0,2,1.0,0.0,0.0,63.0
227,227,Bihar,AURANGABAD,2005,Kharif     ,Bajra,4,4.0,2,1.0,0.0,0.0,63.0
228,228,Bihar,AURANGABAD,2005,Kharif     ,Horse-gram,13,11.0,2,1.0,0.0,0.0,63.0
229,229,Bihar,AURANGABAD,2005,Kharif     ,Maize,787,1112.0,2,1.0,0.0,0.0,63.0
230,230,Bihar,AURANGABAD,2005,Kharif     ,Mesta,1,10.0,2,1.0,0.0,0.0,63.0
231,231,Bihar,AURANGABAD,2005,Kharif     ,Moong(Green Gram),9,3.0,2,1.0,0.0,0.0,63.0
232,232,Bihar,AURANGABAD,2005,Kharif     ,Other Kharif pulses,223,129.0,2,1.0,0.0,0.0,63.0
233,233,Bihar,AURANGABAD,2005,Kharif     ,Ragi,15,14.0,2,1.0,0.0,0.0,63.0
234,234,Bihar,AURANGABAD,2005,Kharif     ,Sesamum,15,12.0,2,1.0,0.0,0.0,63.0
235,235,Bihar,AURANGABAD,2005,Kharif     ,Urad,30,23.0,2,1.0,0.0,0.0,63.0
236,236,Bihar,AURANGABAD,2005,Rabi       ,Barley,1100,562.0,2,1.0,0.0,0.0,63.0
237,237,Bihar,AURANGABAD,2005,Rabi       ,Gram,5843,3962.0,2,1.0,0.0,0.0,63.0
238,238,Bihar,AURANGABAD,2005,Rabi       ,Khesari,13644,7900.0,2,1.0,0.0,0.0,63.0
239,239,Bihar,AURANGABAD,2005,Rabi       ,Linseed,4319,3697.0,2,1.0,0.0,0.0,63.0
240,240,Bihar,AURANGABAD,2005,Rabi       ,Maize,10,30.0,2,1.0,0.0,0.0,63.0
