,Unnamed: 0,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,c-type,Rlow,Ravg,Rhigh,Phx10
241,241,Bihar,AURANGABAD,2005,Rabi       ,Masoor,10780,5627.0,2,1.0,0.0,0.0,63.0
242,242,Bihar,AURANGABAD,2005,Rabi       ,Peas & beans (Pulses),1258,1157.0,2,1.0,0.0,0.0,63.0
243,243,Bihar,AURANGABAD,2005,Rabi       ,Rapeseed &Mustard,593,439.0,2,1.0,0.0,0.0,63.0
244,244,Bihar,AURANGABAD,2005,Rabi       ,Wheat,47871,55319.0,2,1.0,0.0,0.0,63.0
245,245,Bihar,AURANGABAD,2005,Summer     ,Moong(Green Gram),15,9.0,2,1.0,0.0,0.0,63.0
246,246,Bihar,AURANGABAD,2005,Whole Year ,Coriander,4,3.0,2,1.0,0.0,0.0,63.0
247,247,Bihar,AURANGABAD,2005,Whole Year ,Dry chillies,7,7.0,2,1.0,0.0,0.0,63.0
248,248,Bihar,AURANGABAD,2005,Whole Year ,Dry ginger,1,2.0,3,1.0,0.0,0.0,63.0
249,249,Bihar,AURANGABAD,2005,Whole Year ,Garlic,6,9.0,3,1.0,0.0,0.0,63.0
250,250,Bihar,AURANGABAD,2005,Whole Year ,Onion,1317,10352.0,1,1.0,0.0,0.0,61.0
251,251,Bihar,AURANGABAD,2005,Whole Year ,Potato,1497,9143.0,2,1.0,0.0,0.0,63.0
252,252,Bihar,AURANGABAD,2005,Whole Year ,Sannhamp,2,2.0,3,1.0,0.0,0.0,63.0
253,253,Bihar,AURANGABAD,2005,Whole Year ,Sugarcane,223,5866.0,2,1.0,0.0,0.0,63.0
254,254,Bihar,AURANGABAD,2005,Whole Year ,Sweet potato,4,60.0,3,1.0,0.0,0.0,63.0
255,255,Bihar,AURANGABAD,2005,Whole Year ,Turmeric,2,2.0,2,1.0,0.0,0.0,63.0
256,256,Bihar,AURANGABAD,2005,Winter     ,Rice,118145,158354.0,1,1.0,0.0,0.0,61.0
257,257,Bihar,AURANGABAD,2006,Kharif     ,Arhar/Tur,1145,2252.0,2,1.0,0.0,0.0,63.0
258,258,Bihar,AURANGABAD,2006,Kharif     ,Maize,572,935.0,2,1.0,0.0,0.0,63.0
259,259,Bihar,AURANGABAD,2006,Kharif     ,Moong(Green Gram),17,12.0,2,1.0,0.0,0.0,63.0
260,260,Bihar,AURANGABAD,2006,Kharif     ,Ragi,13,11.0,2,1.0,0.0,0.0,63.0
261,261,Bihar,AURANGABAD,2006,Kharif     ,Sannhamp,1,1.0,3,1.0,0.0,0.0,63.0
262,262,Bihar,AURANGABAD,2006,Kharif     ,Sesamum,24,18.0,2,1.0,0.0,0.0,63.0
263,263,Bihar,AURANGABAD,2006,Kharif     ,Urad,3,2.0,2,1.0,0.0,0.0,63.0
264,264,Bihar,AURANGABAD,2006,Rabi       ,Barley,1562,1250.0,2,1.0,0.0,0.0,63.0
265,265,Bihar,AURANGABAD,2006,Rabi       ,Gram,6294,7144.0,2,1.0,0.0,0.0,63.0
266,266,Bihar,AURANGABAD,2006,Rabi       ,Khesari,15190,12699.0,2,1.0,0.0,0.0,63.0
267,267,Bihar,AURANGABAD,2006,Rabi       ,Linseed,5312,4510.0,2,1.0,0.0,0.0,63.0
268,268,Bihar,AURANGABAD,2006,Rabi       ,Maize,7,25.0,2,1.0,0.0,0.0,63.0
269,269,Bihar,AURANGABAD,2006,Rabi       ,Masoor,14345,12451.0,2,1.0,0.0,0.0,63.0
270,270,Bihar,AURANGABAD,2006,Rabi       ,Peas & beans (Pulses),1194,1110.0,2,1.0,0.0,0.0,63.0
271,271,Bihar,AURANGABAD,2006,Rabi       ,Rapeseed &Mustard,825,695.0,2,1.0,0.0,0.0,63.0
272,272,Bihar,AURANGABAD,2006,Rabi       ,Wheat,61320,124774.0,2,1.0,0.0,0.0,63.0
273,273,Bihar,AURANGABAD,2006,Summer     ,Maize,12,39.0,2,1.0,0.0,0.0,63.0
274,274,Bihar,AURANGABAD,2006,Summer     ,Moong(Green Gram),15,8.0,2,1.0,0.0,0.0,63.0
275,275,Bihar,AURANGABAD,2006,Winter     ,Rice,171133,444650.0,1,1.0,0.0,0.0,61.0
276,276,Bihar,AURANGABAD,2007,Autumn     ,Maize,500,729.0,2,1.0,0.0,0.0,63.0
277,277,Bihar,AURANGABAD,2007,Kharif     ,Arhar/Tur,1258,1372.0,2,1.0,0.0,0.0,63.0
278,278,Bihar,AURANGABAD,2007,Kharif     ,Moong(Green Gram),20,16.0,2,1.0,0.0,0.0,63.0
279,279,Bihar,AURANGABAD,2007,Kharif     ,Other Kharif pulses,18,11.0,2,1.0,0.0,0.0,63.0
280,280,Bihar,AURANGABAD,2007,Kharif     ,Ragi,14,8.0,2,1.0,0.0,0.0,63.0
281,281,Bihar,AURANGABAD,2007,Kharif     ,Sesamum,31,25.0,2,1.0,0.0,0.0,63.0
282,282,Bihar,AURANGABAD,2007,Kharif     ,Small millets,30,22.0,2,1.0,0.0,0.0,63.0
283,283,Bihar,AURANGABAD,2007,Kharif     ,Urad,1,1.0,2,1.0,0.0,0.0,63.0
284,284,Bihar,AURANGABAD,2007,Rabi       ,Barley,1252,1368.0,2,1.0,0.0,0.0,63.0
285,285,Bihar,AURANGABAD,2007,Rabi       ,Gram,6814,7352.0,2,1.0,0.0,0.0,63.0
286,286,Bihar,AURANGABAD,2007,Rabi       ,Khesari,14481,11237.0,2,1.0,0.0,0.0,63.0
287,287,Bihar,AURANGABAD,2007,Rabi       ,Linseed,5631,4645.0,2,1.0,0.0,0.0,63.0
288,288,Bihar,AURANGABAD,2007,Rabi       ,Maize,1,4.0,2,1.0,0.0,0.0,63.0
289,289,Bihar,AURANGABAD,2007,Rabi       ,Masoor,14082,11322.0,2,1.0,0.0,0.0,63.0
290,290,Bihar,AURANGABAD,2007,Rabi       ,Peas & beans (Pulses),1454,1566.0,2,1.0,0.0,0.0,63.0
291,291,Bihar,AURANGABAD,2007,Rabi       ,Rapeseed &Mustard,967,830.0,2,1.0,0.0,0.0,63.0
292,292,Bihar,AURANGABAD,2007,Rabi       ,Sunflower,3,5.0,2,1.0,0.0,0.0,63.0
293,293,Bihar,AURANGABAD,2007,Rabi       ,Wheat,64344,121554.0,2,1.0,0.0,0.0,63.0
294,294,Bihar,AURANGABAD,2007,Summer     ,Maize,8,27.0,2,1.0,0.0,0.0,63.0
295,295,Bihar,AURANGABAD,2007,Summer     ,Moong(Green Gram),16,10.0,2,1.0,0.0,0.0,63.0
296,296,Bihar,AURANGABAD,2007,Whole Year ,Coriander,7,5.0,2,1.0,0.0,0.0,63.0
297,297,Bihar,AURANGABAD,2007,Whole Year ,Dry chillies,5,7.0,2,1.0,0.0,0.0,63.0
298,298,Bihar,AURANGABAD,2007,Whole Year ,Garlic,13,19.0,3,1.0,0.0,0.0,63.0
299,299,Bihar,AURANGABAD,2007,Whole Year ,Onion,374,4507.0,1,1.0,0.0,0.0,61.0
300,300,Bihar,AURANGABAD,2007,Whole Year ,Potato,2431,12337.0,2,1.0,0.0,0.0,63.0
301,301,Bihar,AURANGABAD,2007,Whole Year ,Sugarcane,279,10190.0,2,1.0,0.0,0.0,63.0
302,302,Bihar,AURANGABAD,2007,Whole Year ,Sweet potato,3,39.0,3,1.0,0.0,0.0,63.0
303,303,Bihar,AURANGABAD,2007,Whole Year ,Turmeric,1,1.0,2,1.0,0.0,0.0,63.0
304,304,Bihar,AURANGABAD,2007,Winter     ,Rice,169057,425365.0,1,1.0,0.0,0.0,61.0
305,305,Bihar,AURANGABAD,2008,Autumn     ,Maize,77,88.0,2,1.0,0.0,0.0,63.0
306,306,Bihar,AURANGABAD,2008,Kharif     ,Arhar/Tur,1256,1451.0,2,1.0,0.0,0.0,63.0
307,307,Bihar,AURANGABAD,2008,Kharif     ,Moong(Green Gram),20,11.0,2,1.0,0.0,0.0,63.0
308,308,Bihar,AURANGABAD,2008,Kharif     ,Other Kharif pulses,18,10.0,2,1.0,0.0,0.0,63.0
309,309,Bihar,AURANGABAD,2008,Kharif     ,Potato,764,5730.0,2,1.0,0.0,0.0,63.0
310,310,Bihar,AURANGABAD,2008,Kharif     ,Ragi,14,11.0,2,1.0,0.0,0.0,63.0
311,311,Bihar,AURANGABAD,2008,Kharif     ,Sesamum,30,24.0,2,1.0,0.0,0.0,63.0
312,312,Bihar,AURANGABAD,2008,Kharif     ,Small millets,30,22.0,2,1.0,0.0,0.0,63.0
313,313,Bihar,AURANGABAD,2008,Kharif     ,Urad,1,,2,1.0,0.0,0.0,63.0
314,314,Bihar,AURANGABAD,2008,Rabi       ,Barley,1229,805.0,2,1.0,0.0,0.0,63.0
315,315,Bihar,AURANGABAD,2008,Rabi       ,Gram,6789,5390.0,2,1.0,0.0,0.0,63.0
316,316,Bihar,AURANGABAD,2008,Rabi       ,Khesari,14486,7562.0,2,1.0,0.0,0.0,63.0
317,317,Bihar,AURANGABAD,2008,Rabi       ,Linseed,4889,4136.0,2,1.0,0.0,0.0,63.0
318,318,Bihar,AURANGABAD,2008,Rabi       ,Maize,1,4.0,2,1.0,0.0,0.0,63.0
319,319,Bihar,AURANGABAD,2008,Rabi       ,Masoor,14082,8125.0,2,1.0,0.0,0.0,63.0
320,320,Bihar,AURANGABAD,2008,Rabi       ,Peas & beans (Pulses),1439,1384.0,2,1.0,0.0,0.0,63.0
321,321,Bihar,AURANGABAD,2008,Rabi       ,Potato,1568,9502.0,2,1.0,0.0,0.0,63.0
322,322,Bihar,AURANGABAD,2008,Rabi       ,Rapeseed &Mustard,851,621.0,2,1.0,0.0,0.0,63.0
323,323,Bihar,AURANGABAD,2008,Rabi       ,Sunflower,3,5.0,2,1.0,0.0,0.0,63.0
324,324,Bihar,AURANGABAD,2008,Rabi       ,Sweet potato,3,44.0,3,1.0,0.0,0.0,63.0
325,325,Bihar,AURANGABAD,2008,Rabi       ,Wheat,95363,107196.0,2,1.0,0.0,0.0,63.0
326,326,Bihar,AURANGABAD,2008,Summer     ,Maize,3,10.0,2,1.0,0.0,0.0,63.0
327,327,Bihar,AURANGABAD,2008,Summer     ,Moong(Green Gram),5,3.0,2,1.0,0.0,0.0,63.0
328,328,Bihar,AURANGABAD,2008,Whole Year ,Dry chillies,4,6.0,2,1.0,0.0,0.0,63.0
329,329,Bihar,AURANGABAD,2008,Whole Year ,Garlic,13,21.0,3,1.0,0.0,0.0,63.0
330,330,Bihar,AURANGABAD,2008,Whole Year ,Onion,374,2745.0,1,1.0,0.0,0.0,61.0
331,331,Bihar,AURANGABAD,2008,Whole Year ,Sugarcane,279,10745.0,2,1.0,0.0,0.0,63.0
332,332,Bihar,AURANGABAD,2008,Whole Year ,Turmeric,2,2.0,2,1.0,0.0,0.0,63.0
333,333,Bihar,AURANGABAD,2008,Winter     ,Rice,165979,240569.0,1,1.0,0.0,0.0,61.0
334,334,Bihar,AURANGABAD,2009,Autumn     ,Maize,300,394.0,2,1.0,0.0,0.0,63.0
335,335,Bihar,AURANGABAD,2009,Kharif     ,Arhar/Tur,809,1264.0,2,1.0,0.0,0.0,63.0
336,336,Bihar,AURANGABAD,2009,Kharif     ,Moong(Green Gram),1,1.0,2,1.0,0.0,0.0,63.0
337,337,Bihar,AURANGABAD,2009,Kharif     ,Other Kharif pulses,8,6.0,2,1.0,0.0,0.0,63.0
338,338,Bihar,AURANGABAD,2009,Kharif     ,Ragi,3,2.0,2,1.0,0.0,0.0,63.0
339,339,Bihar,AURANGABAD,2009,Kharif     ,Urad,1,1.0,2,1.0,0.0,0.0,63.0
340,340,Bihar,AURANGABAD,2009,Rabi       ,Barley,844,577.0,2,1.0,0.0,0.0,63.0
341,341,Bihar,AURANGABAD,2009,Rabi       ,Gram,7726,7139.0,2,1.0,0.0,0.0,63.0
342,342,Bihar,AURANGABAD,2009,Rabi       ,Khesari,14096,9247.0,2,1.0,0.0,0.0,63.0
343,343,Bihar,AURANGABAD,2009,Rabi       ,Linseed,5519,4669.0,2,1.0,0.0,0.0,63.0
344,344,Bihar,AURANGABAD,2009,Rabi       ,Masoor,16277,11329.0,2,1.0,0.0,0.0,63.0
345,345,Bihar,AURANGABAD,2009,Rabi       ,Peas & beans (Pulses),979,980.0,2,1.0,0.0,0.0,63.0
346,346,Bihar,AURANGABAD,2009,Rabi       ,Rapeseed &Mustard,1141,1193.0,2,1.0,0.0,0.0,63.0
347,347,Bihar,AURANGABAD,2009,Rabi       ,Sunflower,2,3.0,2,1.0,0.0,0.0,63.0
348,348,Bihar,AURANGABAD,2009,Rabi       ,Wheat,62504,93299.0,2,1.0,0.0,0.0,63.0
349,349,Bihar,AURANGABAD,2009,Summer     ,Maize,9,28.0,2,1.0,0.0,0.0,63.0
350,350,Bihar,AURANGABAD,2009,Summer     ,Moong(Green Gram),7,3.0,2,1.0,0.0,0.0,63.0
351,351,Bihar,AURANGABAD,2009,Whole Year ,Sugarcane,91,4423.0,2,1.0,0.0,0.0,63.0
352,352,Bihar,AURANGABAD,2009,Winter     ,Rice,141357,199191.0,1,1.0,0.0,0.0,61.0
353,353,Bihar,AURANGABAD,2010,Autumn     ,Maize,275,480.0,2,1.0,0.0,0.0,63.0
354,354,Bihar,AURANGABAD,2010,Kharif     ,Arhar/Tur,401,766.0,2,1.0,0.0,0.0,63.0
355,355,Bihar,AURANGABAD,2010,Kharif     ,Moong(Green Gram),1,1.0,2,1.0,0.0,0.0,63.0
356,356,Bihar,AURANGABAD,2010,Kharif     ,Ragi,2,2.0,2,1.0,0.0,0.0,63.0
357,357,Bihar,AURANGABAD,2010,Kharif     ,Sesamum,11,9.0,2,1.0,0.0,0.0,63.0
358,358,Bihar,AURANGABAD,2010,Rabi       ,Barley,1062,818.0,2,1.0,0.0,0.0,63.0
359,359,Bihar,AURANGABAD,2010,Rabi       ,Gram,6346,5381.0,2,1.0,0.0,0.0,63.0
360,360,Bihar,AURANGABAD,2010,Rabi       ,Khesari,13888,10916.0,2,1.0,0.0,0.0,63.0
361,361,Bihar,AURANGABAD,2010,Rabi       ,Linseed,4000,3272.0,2,1.0,0.0,0.0,63.0
362,362,Bihar,AURANGABAD,2010,Rabi       ,Masoor,14073,14495.0,2,1.0,0.0,0.0,63.0
363,363,Bihar,AURANGABAD,2010,Rabi       ,Peas & beans (Pulses),698,722.0,2,1.0,0.0,0.0,63.0
364,364,Bihar,AURANGABAD,2010,Rabi       ,Rapeseed &Mustard,1155,908.0,2,1.0,0.0,0.0,63.0
365,365,Bihar,AURANGABAD,2010,Rabi       ,Wheat,56136,113009.0,2,1.0,0.0,0.0,63.0
366,366,Bihar,AURANGABAD,2010,Summer     ,Maize,9,36.0,2,1.0,0.0,0.0,63.0
367,367,Bihar,AURANGABAD,2010,Summer     ,Moong(Green Gram),6,4.0,2,1.0,0.0,0.0,63.0
368,368,Bihar,AURANGABAD,2010,Whole Year ,Sugarcane,895,60075.0,2,1.0,0.0,0.0,63.0
369,369,Bihar,AURANGABAD,2010,Winter     ,Rice,125655,178033.0,1,1.0,0.0,0.0,61.0
370,370,Bihar,AURANGABAD,2011,Autumn     ,Maize,490,889.0,2,1.0,0.0,0.0,63.0
371,371,Bihar,AURANGABAD,2011,Kharif     ,Arhar/Tur,1490,2543.0,2,1.0,0.0,0.0,63.0
372,372,Bihar,AURANGABAD,2011,Kharif     ,Other Kharif pulses,113,85.0,2,1.0,0.0,0.0,63.0
373,373,Bihar,AURANGABAD,2011,Kharif     ,Ragi,1,1.0,2,1.0,0.0,0.0,63.0
374,374,Bihar,AURANGABAD,2011,Kharif     ,Sesamum,7,6.0,2,1.0,0.0,0.0,63.0
375,375,Bihar,AURANGABAD,2011,Rabi       ,Barley,1132,876.0,2,1.0,0.0,0.0,63.0
376,376,Bihar,AURANGABAD,2011,Rabi       ,Gram,7719,9819.0,2,1.0,0.0,0.0,63.0
377,377,Bihar,AURANGABAD,2011,Rabi       ,Khesari,14838,16203.0,2,1.0,0.0,0.0,63.0
378,378,Bihar,AURANGABAD,2011,Rabi       ,Linseed,6837,5914.0,2,1.0,0.0,0.0,63.0
379,379,Bihar,AURANGABAD,2011,Rabi       ,Masoor,17237,17030.0,2,1.0,0.0,0.0,63.0
380,380,Bihar,AURANGABAD,2011,Rabi       ,Peas & beans (Pulses),966,996.0,2,1.0,0.0,0.0,63.0
381,381,Bihar,AURANGABAD,2011,Rabi       ,Rapeseed &Mustard,1635,1630.0,2,1.0,0.0,0.0,63.0
382,382,Bihar,AURANGABAD,2011,Rabi       ,Wheat,73196,165751.0,2,1.0,0.0,0.0,63.0
383,383,Bihar,AURANGABAD,2011,Winter     ,Rice,176162,581968.0,1,1.0,0.0,0.0,61.0
384,384,Bihar,AURANGABAD,2012,Autumn     ,Maize,477,1592.0,2,1.0,0.0,0.0,63.0
385,385,Bihar,AURANGABAD,2012,Kharif     ,Arhar/Tur,1177,2275.0,2,1.0,0.0,0.0,63.0
386,386,Bihar,AURANGABAD,2012,Kharif     ,Horse-gram,1,1.0,2,1.0,0.0,0.0,63.0
387,387,Bihar,AURANGABAD,2012,Kharif     ,Moong(Green Gram),186,112.0,2,1.0,0.0,0.0,63.0
388,388,Bihar,AURANGABAD,2012,Kharif     ,Other Kharif pulses,2,2.0,2,1.0,0.0,0.0,63.0
389,389,Bihar,AURANGABAD,2012,Kharif     ,Ragi,10,12.0,2,1.0,0.0,0.0,63.0
390,390,Bihar,AURANGABAD,2012,Kharif     ,Sesamum,13,12.0,2,1.0,0.0,0.0,63.0
391,391,Bihar,AURANGABAD,2012,Kharif     ,Small millets,7,5.0,2,1.0,0.0,0.0,63.0
392,392,Bihar,AURANGABAD,2012,Kharif     ,Urad,41,35.0,2,1.0,0.0,0.0,63.0
393,393,Bihar,AURANGABAD,2012,Rabi       ,Barley,1122,1164.0,2,1.0,0.0,0.0,63.0
394,394,Bihar,AURANGABAD,2012,Rabi       ,Gram,7474,7212.0,2,1.0,0.0,0.0,63.0
395,395,Bihar,AURANGABAD,2012,Rabi       ,Khesari,12814,13391.0,2,1.0,0.0,0.0,63.0
396,396,Bihar,AURANGABAD,2012,Rabi       ,Linseed,5301,4596.0,2,1.0,0.0,0.0,63.0
397,397,Bihar,AURANGABAD,2012,Rabi       ,Maize,3,10.0,2,1.0,0.0,0.0,63.0
398,398,Bihar,AURANGABAD,2012,Rabi       ,Masoor,16311,15495.0,2,1.0,0.0,0.0,63.0
399,399,Bihar,AURANGABAD,2012,Rabi       ,Peas & beans (Pulses),1584,1649.0,2,1.0,0.0,0.0,63.0
400,400,Bihar,AURANGABAD,2012,Rabi       ,Rapeseed &Mustard,2134,1829.0,2,1.0,0.0,0.0,63.0
401,401,Bihar,AURANGABAD,2012,Rabi       ,Wheat,97579,209517.0,2,1.0,0.0,0.0,63.0
402,402,Bihar,AURANGABAD,2012,Summer     ,Maize,5,19.0,2,1.0,0.0,0.0,63.0
403,403,Bihar,AURANGABAD,2012,Summer     ,Moong(Green Gram),2,2.0,2,1.0,0.0,0.0,63.0
404,404,Bihar,AURANGABAD,2012,Whole Year ,Sugarcane,157,9492.0,2,1.0,0.0,0.0,63.0
405,405,Bihar,AURANGABAD,2012,Winter     ,Rice,179922,615087.0,1,1.0,0.0,0.0,61.0
406,406,Bihar,AURANGABAD,2013,Autumn     ,Maize,338,781.0,2,1.0,0.0,0.0,63.0
407,407,Bihar,AURANGABAD,2013,Kharif     ,Arhar/Tur,1174,2179.0,2,1.0,0.0,0.0,63.0
408,408,Bihar,AURANGABAD,2013,Kharif     ,Horse-gram,2,2.0,2,1.0,0.0,0.0,63.0
409,409,Bihar,AURANGABAD,2013,Kharif     ,Moong(Green Gram),199,122.0,2,1.0,0.0,0.0,63.0
410,410,Bihar,AURANGABAD,2013,Kharif     ,Other Kharif pulses,1,1.0,2,1.0,0.0,0.0,63.0
411,411,Bihar,AURANGABAD,2013,Kharif     ,Ragi,9,9.0,2,1.0,0.0,0.0,63.0
412,412,Bihar,AURANGABAD,2013,Kharif     ,Sesamum,9,8.0,2,1.0,0.0,0.0,63.0
413,413,Bihar,AURANGABAD,2013,Kharif     ,Small millets,5,4.0,2,1.0,0.0,0.0,63.0
414,414,Bihar,AURANGABAD,2013,Kharif     ,Urad,37,34.0,2,1.0,0.0,0.0,63.0
415,415,Bihar,AURANGABAD,2013,Rabi       ,Barley,936,1234.0,2,1.0,0.0,0.0,63.0
416,416,Bihar,AURANGABAD,2013,Rabi       ,Gram,7063,5523.0,2,1.0,0.0,0.0,63.0
417,417,Bihar,AURANGABAD,2013,Rabi       ,Khesari,11580,7122.0,2,1.0,0.0,0.0,63.0
418,418,Bihar,AURANGABAD,2013,Rabi       ,Linseed,5649,4802.0,2,1.0,0.0,0.0,63.0
419,419,Bihar,AURANGABAD,2013,Rabi       ,Masoor,15502,11192.0,2,1.0,0.0,0.0,63.0
420,420,Bihar,AURANGABAD,2013,Rabi       ,Peas & beans (Pulses),1513,1135.0,2,1.0,0.0,0.0,63.0
421,421,Bihar,AURANGABAD,2013,Rabi       ,Rapeseed &Mustard,1832,1931.0,2,1.0,0.0,0.0,63.0
422,422,Bihar,AURANGABAD,2013,Rabi       ,Wheat,76219,229422.0,2,1.0,0.0,0.0,63.0
423,423,Bihar,AURANGABAD,2013,Summer     ,Maize,5,24.0,2,1.0,0.0,0.0,63.0
424,424,Bihar,AURANGABAD,2013,Summer     ,Moong(Green Gram),4,5.0,2,1.0,0.0,0.0,63.0
425,425,Bihar,AURANGABAD,2013,Whole Year ,Sugarcane,143,3537.0,2,1.0,0.0,0.0,63.0
426,426,Bihar,AURANGABAD,2013,Winter     ,Rice,139722,514563.0,1,1.0,0.0,0.0,61.0
427,427,Bihar,AURANGABAD,2014,Autumn     ,Maize,339,672.0,2,1.0,0.0,0.0,63.0
428,428,Bihar,AURANGABAD,2014,Kharif     ,Arhar/Tur,1175,2520.0,2,1.0,0.0,0.0,63.0
429,429,Bihar,AURANGABAD,2014,Kharif     ,Horse-gram,7,7.0,2,1.0,0.0,0.0,63.0
430,430,Bihar,AURANGABAD,2014,Kharif     ,Other Kharif pulses,5,4.0,2,1.0,0.0,0.0,63.0
431,431,Bihar,AURANGABAD,2014,Kharif     ,Ragi,9,13.0,2,1.0,0.0,0.0,63.0
432,432,Bihar,AURANGABAD,2014,Kharif     ,Sesamum,27,23.0,2,1.0,0.0,0.0,63.0
433,433,Bihar,AURANGABAD,2014,Kharif     ,Small millets,4,3.0,2,1.0,0.0,0.0,63.0
434,434,Bihar,AURANGABAD,2014,Rabi       ,Barley,1159,1320.0,2,1.0,0.0,0.0,63.0
435,435,Bihar,AURANGABAD,2014,Rabi       ,Gram,7599,6543.0,2,1.0,0.0,0.0,63.0
436,436,Bihar,AURANGABAD,2014,Rabi       ,Khesari,12126,9216.0,2,1.0,0.0,0.0,63.0
437,437,Bihar,AURANGABAD,2014,Rabi       ,Linseed,4036,3475.0,2,1.0,0.0,0.0,63.0
438,438,Bihar,AURANGABAD,2014,Rabi       ,Maize,8,29.0,2,1.0,0.0,0.0,63.0
439,439,Bihar,AURANGABAD,2014,Rabi       ,Masoor,13612,9474.0,2,1.0,0.0,0.0,63.0
440,440,Bihar,AURANGABAD,2014,Rabi       ,Peas & beans (Pulses),1053,1064.0,2,1.0,0.0,0.0,63.0
441,441,Bihar,AURANGABAD,2014,Rabi       ,Rapeseed &Mustard,2281,1679.0,2,1.0,0.0,0.0,63.0
442,442,Bihar,AURANGABAD,2014,Rabi       ,Wheat,79123,160183.0,2,1.0,0.0,0.0,63.0
443,443,Bihar,AURANGABAD,2014,Summer     ,Maize,2,9.0,2,1.0,0.0,0.0,63.0
444,444,Bihar,AURANGABAD,2014,Summer     ,Moong(Green Gram),3,2.0,2,1.0,0.0,0.0,63.0
445,445,Bihar,AURANGABAD,2014,Whole Year ,Sugarcane,132,14896.0,2,1.0,0.0,0.0,63.0
446,446,Bihar,AURANGABAD,2014,Winter     ,Rice,164023,619195.0,1,1.0,0.0,0.0,61.0
447,447,Chhattisgarh,BIJAPUR,2006,Kharif     ,Arhar/Tur,11,,2,1.0,0.0,0.0,77.0
448,448,Chhattisgarh,BIJAPUR,2006,Kharif     ,Groundnut,12,,3,1.0,0.0,0.0,77.0
449,449,Chhattisgarh,BIJAPUR,2006,Kharif     ,Horse-gram,456,,2,1.0,0.0,0.0,77.0
450,450,Chhattisgarh,BIJAPUR,2006,Kharif     ,Jowar,94,,2,1.0,0.0,0.0,77.0
451,451,Chhattisgarh,BIJAPUR,2006,Kharif     ,Maize,901,,2,1.0,0.0,0.0,77.0
452,452,Chhattisgarh,BIJAPUR,2006,Kharif     ,Mesta,6,,2,1.0,0.0,0.0,77.0
453,453,Chhattisgarh,BIJAPUR,2006,Kharif     ,Moong(Green Gram),357,,2,1.0,0.0,0.0,77.0
454,454,Chhattisgarh,BIJAPUR,2006,Kharif     ,Niger seed,30,,2,1.0,0.0,0.0,77.0
455,455,Chhattisgarh,BIJAPUR,2006,Kharif     ,Other Kharif pulses,199,,2,1.0,0.0,0.0,77.0
456,456,Chhattisgarh,BIJAPUR,2006,Kharif     ,Ragi,110,,2,1.0,0.0,0.0,77.0
457,457,Chhattisgarh,BIJAPUR,2006,Kharif     ,Rice,59305,,1,1.0,0.0,0.0,75.0
458,458,Chhattisgarh,BIJAPUR,2006,Kharif     ,Sesamum,195,,2,1.0,0.0,0.0,77.0
459,459,Chhattisgarh,BIJAPUR,2006,Kharif     ,Small millets,1272,11.0,2,1.0,0.0,0.0,77.0
460,460,Chhattisgarh,BIJAPUR,2006,Kharif     ,Urad,384,,2,1.0,0.0,0.0,77.0
461,461,Chhattisgarh,BIJAPUR,2006,Rabi       ,Gram,2,,2,1.0,0.0,0.0,77.0
462,462,Chhattisgarh,BIJAPUR,2006,Rabi       ,Horse-gram,379,,2,1.0,0.0,0.0,77.0
463,463,Chhattisgarh,BIJAPUR,2006,Rabi       ,Moong(Green Gram),524,,2,1.0,0.0,0.0,77.0
464,464,Chhattisgarh,BIJAPUR,2006,Rabi       ,Other  Rabi pulses,112,,2,1.0,0.0,0.0,77.0
465,465,Chhattisgarh,BIJAPUR,2006,Rabi       ,Rapeseed &Mustard,143,,2,1.0,0.0,0.0,77.0
466,466,Chhattisgarh,BIJAPUR,2006,Rabi       ,Urad,210,,2,1.0,0.0,0.0,77.0
467,467,Chhattisgarh,BIJAPUR,2006,Rabi       ,Wheat,4,,2,1.0,0.0,0.0,77.0
468,468,Chhattisgarh,BIJAPUR,2006,Whole Year ,Banana,3,,2,1.0,0.0,0.0,77.0
469,469,Chhattisgarh,BIJAPUR,2006,Whole Year ,Coriander,10,,2,1.0,0.0,0.0,77.0
470,470,Chhattisgarh,BIJAPUR,2006,Whole Year ,Dry chillies,63,,2,1.0,0.0,0.0,77.0
471,471,Chhattisgarh,BIJAPUR,2006,Whole Year ,Onion,1,,1,1.0,0.0,0.0,75.0
472,472,Chhattisgarh,BIJAPUR,2006,Whole Year ,Sannhamp,15,,3,1.0,0.0,0.0,77.0
473,473,Chhattisgarh,BIJAPUR,2006,Whole Year ,Sugarcane,1,,2,1.0,0.0,0.0,77.0
474,474,Chhattisgarh,BIJAPUR,2006,Whole Year ,Sweet potato,9,,3,1.0,0.0,0.0,77.0
475,475,Chhattisgarh,BIJAPUR,2006,Whole Year ,Turmeric,12,,2,1.0,0.0,0.0,77.0
476,476,Chhattisgarh,BIJAPUR,2007,Kharif     ,Arhar/Tur,11,7.0,2,1.0,0.0,0.0,77.0
477,477,Chhattisgarh,BIJAPUR,2007,Kharif     ,Groundnut,11,7.0,3,1.0,0.0,0.0,77.0
478,478,Chhattisgarh,BIJAPUR,2007,Kharif     ,Horse-gram,458,141.0,2,1.0,0.0,0.0,77.0
479,479,Chhattisgarh,BIJAPUR,2007,Kharif     ,Jowar,715,124.0,2,1.0,0.0,0.0,77.0
